review,sentiment
"I guess this is the first movie that made me aware of the term ""cult flick"". It is totally a bad movie, but I can't help it, I like this movie. Richard Boone has made better and so has Joan Van Arc, but if you are in to staying up late and watching movies that don't make you think to much this one is for you.",positive
"It is easy for a movie that tries to be suspenseful to wind up being merely uninteresting. It happens quite often. Not only is Dark Harbor uninteresting, but it is very poorly done. Scene after scene is tacked on to an otherwise overdone premise. A troubled couple picks up a troubled stranger only to find more trouble.<br /><br />Some movies build tension by building the story. Dark Harbor keeps adding on to its story but never building upon it. I was hoping that like other movies, the suspense would finally explode. It never does. Also, the characters have no continuity from scene to scene. They may act one way in one scene, but then act a completely different way in another scene. At first, you think that they are merely out of character, but by the end you realize that they are not really characters at all. They are just props for the final twist. The final ten minutes try to be shocking. Instead, it's rather lame and uninteresting. The only thing that was shocking to me was that the movie finally ended. At less than ninety minutes the movie still feels way too long.<br /><br />This isn't one of those low-budget gems. It's more like a counterfeit watch that breaks as soon as you take it home.",negative
"When I reviewed the video for a local magazine, I called it ""the greatest achievement in the history of the American cinema."" That was not wholly tongue in cheek. TW&TL remains Milius' best work, and it's sad that he has so little opportunity to work anymore. However, TW&TL remains a striking exposition of what once was known as The American Character, largely on the strength of Brian Keith's superb portrayal of Teddy R. (Obviously Milius--and Keith--admired TR tremendously to make two films about him, including ""The Rough Riders."") It's hard to fault this film at any level: a splendid balance of action, levity, relationships, and the serious topic of America coming of age in the world. Furthermore, TW&TL has exceptional appeal across the board: note the stats showing it rates best with under-18 males, females 18-29, and over 45! Clearly Candy Bergen struck a responsive chord with women as well as men.",positive
"What on earth has become of our dear Ramu? Is this the same man who made Sarkar, Satya, and Comapny? I refuse to believe so. If AAG was Ramu's most ambitious project, he has clearly jumped off the high cliff he has ascended by giving the industry some of the greatest works of all times. This movie is made to fall like a brick. I was cringing to leave the theater, but I was forced to sit because I wouldn't have been able to take my car out of the parking lot before others also left. Else, nothing would have made me sit beyond interval.<br /><br />This movie is nowhere close to Sholay. It doesn't even come near it within a mile. I believe Ramu surely loves The Godfather more than Sholay, since Sarkar was a classic piece of work. I read Ramu's interview a couple of days back, in which the interviewer said that Ramu doesn't sleep for more than 4 hours a day, that too not at a stretch. I completely agree with this now, as his lack of sleep has probably taken its toll on the movie.<br /><br />There is no power in the performance. Amitabh Bachchan doesn't even look scary. He looked more terrifying in the few posters and wallpapers I saw earlier. Ramu's favorite Nisha Kothari did a fantastic job in Sarkar because she didn't have many dialogs (in fact none if I remember clearly). She opened her mouth in this movie, and has found a place in history. The new guy playing Jai's role seems to have that brash look, but didn't manage Jai's role at all. I cant go on... Im sorry... my pain is too big for me to manage right now.<br /><br />I promised myself throughout the movie that I will watch the original Sholay once more just to see that it is still there.<br /><br />Bottom Line: Horrible movie. The media and critics are going to cook Ramu's goose. And just to remind all readers once more, I am one of the biggest Ramu fans, and even I cant spare him for this act.",negative
"What is supposed to be a simple generic mystery plot involving a dead philanthropist is, in fact, a head-ache inducing tale about a bunch of characters (the only big actor being Ginger Rogers, in a very early role) all trying to find the murderer among a small cast of residents in a posh apartment building. These characters range from utterly stupid to downright mean. As a cheap, low budget production, most of the action revolves around Rogers and her lead man (some guy, I don't care who he is 'cause he really sucked) talking about their various possibilities of solving the crime, while being constantly cut off by an absurd detective with his head in his butt. Honestly, I've never had a worse time watching an old b-rate movie of this type, and I've seen some real head-slappers.<br /><br />Oh, and the butler didn't do it, because there wasn't a butler. But pay attention to the guy who's closest to a butler. There ya go.<br /><br />--PolarisDiB",negative
"When I was 11, Grease 2 was like crack. It was a classless, shameful, euphoric, and powerfully addictive experience. My sister and I would watch it, rewind it, and watch it over again and again and again until we passed out or became too confused and hostile to stand one another. So, if you are an 11-year old girl, and you reviewed this film as ""brilliant"" or ""fun"" or ""better than the original Grease,"" you have your fledgling adolescent hormones to blame and you can rest assured that this unyielding fixation with utter rubbish will pass.<br /><br />If, however, you are not a little girl, you have absolutely no excuse to suggest that Grease 2 was anything but an inane, artless, slipshod embarrassment for all who participated in its production, distribution, and/or consumption.<br /><br />For the sake of criticism, I will dignify the film now by explaining why it blows <br /><br />1. In a well-executed musical, the songs should advance the narrative or develop the characters. In Grease 2, with a few debatable exceptions, to the music is obscenely pointless. Most of the songs appear to relate gimped innuendo about sex in an excessive and general way (""Score Tonight,"" ""Reproduction,"" ""Do It For Our Country,"" and ""Prowlin'"") without making one concrete statement about any of the film's characters or themes. Plus, all of the music is uncomfortably stupid and no one in the cast demonstrates even the crudest semblance of an ability to sing or dance.<br /><br />2. The T-birds should be badass, and if not at least somewhat likable, but instead each of them is an annoying wussy-dufus-loser. In the end, when Johnny Nogerelli offers Michael the sacred T-bird jacket and initiates him into the gang, Michael should kick it to the ground, spit on it, and duck away to fervently scrub any part of his body that was touched by it. But of course, he accepts it as if it is gold because despite the fact that they are a bunch of bumbling meatheads, there is no greater honor than to be one with the T-birds. <br /><br />3. Since Michael is beautiful, smart, kind, resourceful, and above average in everyway (his musical impotence notwithstanding), it is feasible that Stephanie would ultimately embrace him when he reveals himself to be the man behind the mask. Stephanie, on the other hand, is a slovenly, slack-jawed, bubble gum smacking, dirty sweatshirt wearing, gracelessly rude and trashy dingbat. So aside from being pretty (I guess), she harbors no likable characteristics, thus, audiences are given no justification whatsoever for the depth of Michael's attraction to her.<br /><br />I could go on and on, but I didn't want to mention the gross inferiority to its predecessor since there are apparently so many cranks out there who seem to feel that such a comparison is unfair. I will say this though, to those of you who think you want to revisit this mess for old time's sake: Grease 2 is an experience akin to re-living your first kiss. Only you are 32 now and kissing a snot-nosed 13-year old kid with acne and slobby braces. The magic is gone and you are left feeling dirty and disturbed. Trust me.",negative
"I`ve seen this movie twice, both times on Cinemax. The first time in it`s unrated version which is soft-core porn at it`s best and the second time in a trimmed down (cut all the sex and most of the nudity out) version which was entertaining in a typical beach movie sort of way. The unrated version has a tremendous sex scene with Nikki Fritz, a dude and a bottle of oil which is out of this world (no pun intended). Unfortunately, in the trimmed version that scene is almost completely chopped out, as are all the other sex scenes. Rated or unrated it is still fun to watch all the siblings of bigger stars (Stallone, Sheen, Travolta, etc;) trying to act. We also get appearances by B-queen Linnea Quigley and Burt Ward (Robin from the old Batman series).",positive
"Secret Service agent Jay Killion (Charles Bronson) has been assigned to protect the President-elect's wife, the new First Lady (Jill Ireland). She is a very difficult woman and Killion has his hands full. She is the victim of numerous assassination attempts, all directed by the President's Chief of Staff, who wants the First Lady dead. This movie insults your intelligence with not only the story line, but also with the lack of realistic locations. For example, in the scene depicting the Inaugural Parade, the First Lady is in a Rolls Royce convertible with agent Killion and without the President. Also, we know what Washington, DC, is like weather wise in January, and not only is everybody ""top coat less"", you can even see some palm trees in the 70 degree and sunny weather! (Obviously filmed in Hollywood, not Washington, DC). This movie is a joke. It is not worth your time.",negative
"Even if it were remotely funny, this mouldy waxwork of a film would still be soberingly disrespectful. Stopping just short of digging up the boys' corpses and re-enacting 'Weekend At Bernie's'  but only just  producer Larry Harmon and the director of the frickin' 'Ernest' films use holding the copyright as an excuse to crap all over Stan and Ollie's legacy. Gailard Sartain does a fair Ollie impersonation but Bronson Pinchot wouldn't reach tenth place in a Stan lookalike contest; even if they were both spot on the film would be no less detestable. The less said about the surrounding catastrophe the better. Makes 'Utopia' look like a dignified swan song.",negative
"I always enjoy seeing movies that make you think, and don't just drip-feed the answers to their audience. ""Revolver"" is one of these films, and although many reviewers have stated that it is difficult to follow, with a bit of concentration and an open mind I got it. First time. True, it doesn't compare to other mind-mucks like ""The Usual Suspects"" or ""Memento"", but in its own right its an intelligent and thought-provoking film. <br /><br />Another thing I really liked about this film is how damn beautiful it is. Every scene, every camera angle seems to have been thought about for ages. If you see it you'll know what I mean.<br /><br />So, to conclude... watch it with an open mind and you may enjoy it. If not, well, no-one ever said ""Revolver"" is for everyone. And that's my 2 cents.",positive
"I have to say that there is one redeeming speck in regards to this ""film"". It firmly establishes the bottom of the barrel. Now filmmakers know what to aim above when making a movie. Other than that I regret watching this debacle. What shameless abandon the making of this ""film"" was. What a waste of $100,000 (that's right folks, ONE HUNDRED THOUSAND dollars). This ""film"" reminds me of that ""Adult Video Awards"" show in which of group of ""industrial prostitutes"" stand up a praise themselves, believing that they are real actors, actresses and filmmakers. Ironic then how I've watched blue movies with better acting, directing and writing. I also found it funny that the Executive Producer, Justin Ament, just had to be in the ""movie"". He plays Deputy Jake Barker. I'm sure his ""acting"" career has taken off... Ted Pfiffer, the writer, has a part. He no doubt was wallowing in the clichéd glory he created. It should be noted that Carrie Finklea has a lead role in the movie. You might remember her from Gus Van Sant's 'Elephant'. Though I'm not too sure that she'll want to write this film on her resume. And I'm not sure which is a more depressing point; money was spent to make this film or people are going to watch it. Along with 'Torque', 'Godsend' and 'Sky Captain and the World of Tomorrow', one of the worst films, IF NOT THE WORST FILM, of 2004.",negative
"Where oh where to begin in describing the comprehensive wretchedness of Neil LaBute's latest attempt at film making? <br /><br />There are many kinds of film fans out there, but by far the most annoying and shallow is Mr. Intriguing. You know Mr. Intriguing, don't you? <br /><br />He's the fellow that no matter how stupid, lame, and incomprehensibly dull a film is, he says ""Gee, I don't know why everyone hated it, I found it intriguing."" He's the kind of guy who finds the scent of dog poop intriguing. Especially when he smears it in the shape of a Hitler mustache on his upper lip and marches about the house ranting about the brilliance of science fiction that features thinly veiled references to Greek mythology. He's also the guy this version of The Wicker Man was made for. No one else could stand it.",negative
"i can't believe how dumb this movie truly is. the storyline (written by keira knightley's mother) is what ruins the movie to the extreme. it is straight out dull, absurd, and makes absolutely no sense whatsoever...<br /><br />this movie lagged so bad for most of it, especially at the beginning. the story just kept going on and on about their everyday flirts with each other, often times seeming like a threesome. in this movie, you have an annoying deadbeat couple (the poet and his wife) who are complete total drunks from the start. the wife sleeps around with other men to make ends meet, while the poet is a pervert who thrives on cheap boos and women. the wife, who waaayyyyyy too quickly becomes friends with his former childhood lover (played by keira) suddenly gets jealous, knowing full well that the two were lovers since they were kids. something doesn't seem right here....i mean, come on... get with the program lady! what'd you expect.<br /><br />bottom line is: former lovers meet again with new wife embracing it, then gets jealous, then former woman lover gets married and her husband gets jealous, bombards the crazy drunk couple's home, crazy husband calls police, and they end up going to court for the man's attempted murder charges. that's it summed up in a nutshell...<br /><br />this movie had it's moments such as the quality and good acting by cillian murphy, but other than that, i cannot believe i watched it... i complained about it during the movie and some family members watching it with me fell asleep. i decided to give it a chance and i should have stuck to my first instincts.",negative
"A lonely depressed French boy Mathieu (Jeremie Elkaim) on vacation in the summer, meets and falls in love with Cedric (the gorgeous Stephane Rideau). Quiet and slow this is a very frustrating movie. On one hand, I was absorbed by it and really felt for the two boys. On the other I was getting annoyed--the film constantly keeps flashing around from the past to the present with no rhyme or reason. It's very confusing and pointless. <br /><br />SPOILERS AHEAD!!!<br /><br />Also there are tons of plot holes--Mathieu, at one point, does something that ends him up in the hospital. What is it--we're never told! Then he breaks up with Cedric and tells everybody else he's living with him. Why? We're not told. Then he hooks up inexplicably with another guy at the end. Why? No explanation. It's clear Cedric loves Mathieu and Mathieu is living in the same town so... However it is a tribute to the film that you really care about the characters so much. If only things were explained!<br /><br />Elkaim as Mathieu is not good. He's tall, handsome and has a nice body--but he can't act. His idea of acting is sitting around with a blank look on his face--all the time. Rideau, on the other hand, is great. He's VERY handsome, has a very nice body and is one hell of an actor. Also he has an incredible sexual magnetism about him. There is full frontal male nudity, lots of kissing and a fairly explicit sex scene in the movie which is great--most movies shy away from showing male-male love scenes. This one doesn't and it helps to see how the characters care and feel for each other.<br /><br />So, a frustrating film but somewhat worth seeing--especially for Rideau's nude scenes--that is, if you like good-looking nude young men!<br /><br />",positive
"I agree with most of the Columbo fans that this movie was an unnecessary change of format. Columbo is a unique cop with unorthodox police methods. This movie looks like a remake of any other ordinary detective dramas from the past. And that is the disturbing point, because Columbo is no ordinary detective.<br /><br />There are two parts in this film that left me intriguing. First, I can't figure out the title of this movie. It is misleading. Maybe a better title would've been ""The Vanishing Bride"" or something similar. Second, Columbo hides a piece of evidence without offering the reason (to the viewers at least) why he does it.<br /><br />I don't feel betrayed, just disappointed. I'm glad Peter Falk went back to the usual Columbo.<br /><br />",negative
I wasn't planning on watching wasted when I saw the MTV preview but since I had nothing better to do or watch on a Sunday night I watched it.<br /><br />Wasted was no Requiem for a Dream but it was a very good movie considering it was made by MTV. One thing that drew me to watching it was Summer Pheonix the sister of the late and wonderful River Pheonix stared. I suppose talent runs in the Pheonix family because she was good and so is Jaquien though niether are River. Nick Stahl also gives a great preformance as a junky jock. There isn't much else to say about wasted. It was a dark depressing and insightful look into the lives of three small town junkies. I recomend it to those who like the subject. 8/10,positive
"The only redeeming feature of this movie is Steve Carell. Like John Wayne, I've never seen Steve Carell stretch too far as an actor, but it doesn't matter. He always plays his one role perfectly.<br /><br />As Marty Feldman once said, comedy must have internal consistency. You can have 4 men on stage sitting in garbage cans, and that's fine, but if you bring a fifth man on stage who isn't in a garbage can, you must then explain to the audience why he is not also in a garbage can.<br /><br />Why doesn't Evan accept his role as a messenger of God? Why, when he does accept it, is he so profoundly embarrassed by it? Why isn't anyone more impressed with the way that animals follow Evan around (they are explained away by the unthinking doubters as ""trained animals"" possibly from a circus). There's a terrible flood at the end, and most everyone we see hops on the ark and is saved, but surely thousands of people would have been killed by the flood; there is no post-disaster emotional atmosphere at the end. Instead, most of congress has finally seen the light and is about to prosecute the lone incorrigibly bad congressman for ""profiteering"".<br /><br />I gotta admit: I also liked the fish in the aquarium reacting to the presence of Evan.",negative
"I thought this movie was pretty good. Some parts were corny but that's understandable since it was made more than 55 years ago. I thought the best performance in the movie was given by Michele Morgan who played Millie convincingly. Jack Haley is also really good as Mike O'Brien. Even though I'm not a big Frank Sinatra fan, I think he was very good in this movie. If your have a craving for a silly, over the top musical comedy, Higher and Higher is the movie for you.<br /><br />",positive
"This independent, B&W, DV feature consistently shocks, amazes and amuses with it's ability to create the most insane situations and then find humor and interest in them. It's all hilarious and ridiculous stuff, yet as absurd as much of the film should be, there is a heart and a reality here that keeps the film grounded, keeps the entire piece from drifting into complete craziness and therein lies the real message here. This film is about how we all survive in a world gone mad. That seems to be the heart of the film. For as insane and off the wall as things get, Leon, the 30 yr. old paperboy-protagonist, always tries to keep it together. He's like a child forever trying to catch the balloon that is floating away so that everything will work out for the best, so that everyone can have what they want.<br /><br />The acting in the film could have went far over the top but the exceptional cast really keeps the piece cohesive. Van Meter is perhaps the best of the bunch here with a performance that shines through her absurd diseased tics. Just as the characters in the film do, we overlook her sudden outbursts to see the real person underneath. <br /><br />Majkowski is a true genius here. He takes the utmost ridiculous plot twists and keeps them real. It is his script and his cast that help keep the whole thing afloat. It's a true testament to the skill of Majkowski and all involved that this film, with it's grating plot and characters, never once works our nerves. Majkowski has taken a film that could have been abrasive and repugnant, and somehow given it heart and humor. This is a unique film. Not to be missed. <br /><br />",positive
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush.<br /><br />Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",positive
"Annie Rooney lives with her officer father and brother Tim in the slums of New York, where she is constantly getting involved in many fights with the other neighborhood kids. Annie secretly has a crush on Joe Kelly (whose little brother Mickey is head of the gang that Annie constantly battles), who is in a gang that is headed for trouble, says Officer Rooney. Kelly sponsors a dance, where Tony plans to shoot Kelly in order to get even with him for making him look like a fool in front of his girl, but Officer Kelly gets fatally wounded instead. Tim (part of Kelly's gang) is told by Tony, and friend Spider, that Kelly shot his father, so he goes after him in vengeance. Annie learns of this and goes to stop her brother, if she is in time. Very good mix of humor and heart in this film, even though the plot doesn't start until the 40 minute mark of the film. Pickford is enjoyable (even though she was 33 playing a girl no more than 12-13) and really gets into her character. Haines doesn't play Kelly as tough as he should, but is able make the audience feel for him on an emotional level. The scenes where the officer tells Annie of her father's death and the ending really put a lump in your throat. The mix of all sorts of kids throughout the film are fun to watch. Rating, 8.",positive
"I had completely forgotten about ""Midnight Madness"" until just now when I found it while surfing the IMDB. Now, it's all coming back to me....<br /><br />It was one of Naughton's first movies (as well as Fox's) and sharp-eyed connoisseurs will also pick out Kaplan (Henry from TV's ""Alice""), Fiedler (he does the voice of Piglet in the ""Winnie the Pooh"" cartoons) and Blocker (son of Dan ""Hoss"" Blocker from TV's ""Bonanza"").<br /><br />But the two that stand out in my mind are Furst (from ""Animal House"") and the superdude himself - Eddie Deezen. Furst plays a baddie this time out and has one of the best scenes when he asks his dad, ""Why can't you just accept me for who I am?"" His dad looks over his obese, slovenly frame and gives a simple, one-word response - ""Yuck!""<br /><br />And Deezen... well, he's a show in himself. As a latter-day Jerry Lewis he stumbles around, wades through mini-golf ponds, puts melon halves on his ears and ends up having Maggie Roswell fall for him. My hero.<br /><br />As for the film, it's typical early-'80s stupidity with college kids staying up after curfew and going on a city-wide scavenger hunt to prove which division of students is the best on campus: the jocks, the nerds, the rich kids, the feminists or the group made up of a little of each. <br /><br />Who wins? Who cares, you'll have a lot of fun watching Disney Pictures' first foray into PG territory before creating Touchstone Pictures.<br /><br />Seven stars. Catch ""Midnight Madness"" any way you can!<br /><br />Long live Leon!",positive
"- A newlywed couple move into the home of the husband's dead former wife. It's not long before the new wife begins to have the feeling that someone doesn't want her in the house. She sees skulls all around the house. But when the husband investigates, he can't find anything. Is someone trying to drive her back to the asylum that she was recently discharged from? Or, is the ghost of the dead wife trying to get the new wife out of her house? <br /><br />- This is the first time that I've watched The Screaming Skull without the assistance of the MST3K crew. And, it will in all likelihood be the last time I watch it this way. Can you say dull? I'm not talking ordinary dull - I'm talking watching grass grow dull. There are great stretches of the movie where nothing happens. The screen could have gone blank and I would have gotten as much entertainment out of it. The characters drone on and on with the most monotonous conversations imaginable. The Screaming Skull could probably be marketed as a sleep aide.<br /><br />- The actors don't help matters much. Most of them deliver lines with the conviction normally reserved for a grade school play. I haven't looked it up, but I would be shocked to find that anyone associated with this movie ever appeared in anything of cinematic value. I won't even go into the script the actors are given to work with. Let's just say that the characters are given some of the most idiotic lines ever uttered on film.<br /><br />- You've been warned! Either avoid this one at all costs or, at least, seek out the MST3K version.",negative
"I enjoyed every moment of this beautiful film and was intrigued about this female painter I had never heard of before. So I set out exploring her life and work afterwards. As could be expected, I found out that the film was not exactly historically accurate. I was a little astounded however by the very negative comments on the film because of this inaccuracy. Come on, guys, a film isn't and shouldn't be a biography (nor a novel!). Any historical film distorts reality, because it should be a work of art in its own right. A film director is fully entitled to use elements from reality and history to create a world of his own. Artemisia is a wonderful film and I think it brought many people (including some that now give negative comments) to explore the life and work of this fascinating artist.",positive
"I have never understood the appeal of this show. The acting is poor (Debra Jo Rupp being a notable exception), the plots of most episodes are trite and uninspiring, the dialogue is weak, the jokes unfunny and it is painful to try and sit through even half an episode. Furthermore the link between this show and the '70s' is extremely tenuous beyond the style of dress and the scenery and background used for the show -it seems to be nothing more than a modern sitcom with the same old unfunny, clichéd scripts that modern sitcoms have dressed up as depicting a show from twenty years ago in the hope that it will gain some nostalgic viewers or something like that. Both ""Happy Days"" and ""The Wonder Years"" employ the same technique much more effectively and are actually a pleasure to watch in contrast to this horrible, pathetic excuse for a show",negative
