review,sentiment
agree columbo fan movie unnecessary change format columbo unique cop unorthodox police method movie look like remake ordinary detective drama past disturbing point columbo ordinary detective br br two part film left intriguing first figure title movie misleading maybe better title would vanishing bride something similar second columbo hide piece evidence without offering reason viewer least br br feel betrayed disappointed glad peter falk went back usual columbo br br,0
secret service agent jay killion charles bronson assigned protect president elect wife new first lady jill ireland difficult woman killion hand full victim numerous assassination attempt directed president chief staff want first lady dead movie insult intelligence story line also lack realistic location example scene depicting inaugural parade first lady roll royce convertible agent killion without president also know washington dc like weather wise january everybody top coat less even see palm tree degree sunny weather obviously filmed hollywood washington dc movie joke worth time,0
sunday night waiting advertised movie tv said comedy movie started minute passed minute laugh even fact movie ended get even echance laugh please someone tickle lost minute nothing,0
movie full pseudo deep thoughtfulness cloying writerly ness includes canned ham voice unbelievable dialogue dialogue tinny tone deaf way spike sometimes always writing certain character like nonsense film like piece april one hour photo another one br br said comment nothing ryan gosling shown awesome chop believer film prof movie director medium movie rotten fair say fault lie actor,0
david bryce comment nearby exceptionally well written informative almost say everything feel darling lili massive musical peculiar blown produced must caused rupture paramount cost million dollar simply irresponsible darling lili must greenlit board meeting said hey got pink panther guy sound music gal let get handed blank cheque result hybrid gigi zeppelin half sixpence mgm song dance number style daisy boater hopelessly old fashioned like musical porridge mata hari dramatics production colossal lush breathtaking view rest ridiculous romance julie looking befuddled hudson already dead mistimed comedy astoundingly boring song deaden spectacular film irritating lili like twee mega musical vulgar bit spice star released year sadly crashed finally appreciated excellent film genuinely andrew look sublime mature especially last half hour lili poppins dolly frilly believe really killed mega musical binge made andrew look like poppins believe edward intention paramount must collectively fainted saw another million festering catch million clear day million paint wagon financial abyss cleopatra proportion million tied film uncertain future maybe asked seer daisy gamble clear day lili popular immediate first release australia ran mm cinema month failed sub stick ever surfaced one night stand clear day sunday night double thank god paramount simple million yes one million dollar film love story million dollar gangster pic godfather also ready recover million next two year incredible,0
many level good fact considering low budget british indie first time feature director largely neophyte cast magnificent achievement know much cost figure £ bandied publicity never know reliable figure like point film look like cost couple million quid clearly cost tiny fraction great special effect terrific production design effective prop costume excellent photography good acting direction impressive score absolutely stunning sound mix even said much script great character clearly identified something movie ten men dressed roughly one location would easy nameless faceless blank ten character mostly done dialogue way reacted thing throughout middle act plot developing script told story well showed affected character whole film like second act would stunning br br ship blow twelve people make individual escape pod e pod blast away ship much automatic metal coffin poor sod inside trapped cramped real idea going make sense like e pod excellent idea done well make sense nice roomy escape capsule also like way specifically told later designed ship ship escape make planetfall emergency let face guy bloody lucky ship blown close planet said look like unused e pod still freighter wonder prisoner able get e pod get occurred captain gone ship rather first guy anyway e pod land barren planet nothing sand sparse vegetation least sandy sparsely vegetated part planet may icy waste lush jungle elsewhere nah planet sci fi movie exactly accept e pod come within mile ten survivor able meet firing flare sky locate br br captain muscular mountain man could pretty good career action flick get right agent decides try contact captain behan intending rendezvous cannot planet need get orbit engineer say combine power unit two e pod probably give one enough juice lift anti grav doodad high enough blast atmosphere done automatic need pilot send signal captain valiantly volunteer commendably sensible move engineer point putting heaviest man somewhat dodgily repaired e pod ridiculous need lightest member team kid really liked way point name david captain start using treating dignity respect good storytelling good characterisation,1
done quite review imdb film unique never saw entire movie terribly stupid unfunny sit though tried br br biggest problem mel brook movie call mel quotient word better movie less see film think producer young frankenstein great film barely film like life stink space ball chock full mel pretty dopey movie yes like space ball place talk br br second apart cancer rectal itch mental retardation think less funny topic homelessness comedy breaker think folk funniest scene movie mel making whoopee leslie ann warren dumpster funny way,0
indeed amazing adaption missed first episode unfortunately missed bonding character smooth flow storyline soon watched second third instalment blown away ordered dvd less week later unable wait come went straight brought book moment opened hooked put decided finish whole book dare watch dvd preferred book got inside character mind could understand totally coming role within story missed lot adaption disappointing book master piece think could done superbly able stretch longer period time considering able fitted hour slot think done excellent followed main twisted storyline brilliantly actor enrolled main character amazing love making scene pure beautiful tender loving showed natural homosexual love totally blown away book tv adaption loved sarah water previous novel also found tipping velvet adaption quite enjoyable read watched fingersmith knew none previous novel adaption could beat sarah water indeed exceeded time recommend watch adaption tipping velvet thing let put one fingersmith whole new ball game beautiful yet dark twisted story love greed betrayal br br must see,1
show great episode one terrible episode hard follow man death house dig cat real gone br br episode couple married peggy ammanda plummer charles stephen shellen first five minute find charles married peggy money two go honeymoon car break dirt road seek refuge old abandon mansion charles soon find secret peggy family br br opinion watch episode expect feeling rest episode first season,0
lonely depressed french boy mathieu jeremie elkaim vacation summer meet fall love cedric gorgeous stephane rideau quiet slow frustrating movie one hand absorbed really felt two boy getting annoyed film constantly keep flashing around past present rhyme reason confusing pointless br br spoiler ahead br br also ton plot hole mathieu one point something end hospital never told break cedric tell everybody else living told hook inexplicably another guy end explanation clear cedric love mathieu mathieu living town however tribute film really care character much thing explained br br elkaim mathieu good tall handsome nice body act idea acting sitting around blank look face time rideau hand great handsome nice body one hell actor also incredible sexual magnetism full frontal male nudity lot kissing fairly explicit sex scene movie great movie shy away showing male male love scene one help see character care feel br br frustrating film somewhat worth seeing especially rideau nude scene like good looking nude young men br br,1
james franco totally cool movie handsome charismatic genuinely open vulnerable sincere kind way tristan screening folk back pouty sullen whole james dean thing think true blind spot proof positive tremendous talent film carry different sort weight entirely unique performance bittersweet really moving line journal cut like knife sense sharp intelligence observation behind word tone everything carry action suspense well grim bit gallows humor like two actor great deal blonde girl totally gorgeous man hysterical twisted tough guy stoicism thug seemed little sketchy mini point really film totally solid franco way cool around,1
may longest attention span second movie refused see way even bought dvd classic status br br first thought director playing big joke kept waiting resolution something laugh something keep interest resolution never came rather writing laughably amateurish movie dragged felt disjointed like someone cut tv series feature length academy must drug nominated movie less eight oscar br br repeat second movie refused watch way first exterminator hope give indication bad really,0
well know begin obviously made tv movie expectation low pleasantly surprised overall direction second hour anything seemed paint number sort movie br br talk bad chemistry tow lovebird detective br br would go depth movie really deserve grade imdb rating,0
honest pimped purple plane snoop dogg helm amusing visual gag would decent concept second commercial maybe minute music video producer committed age old concept comedy sin stretching second material hour half film result predictably lame remainder minute filled typical gamut racist sexist humor fart joke offensive worst painfully unfunny threadbare plot scream weight contrivance best avoided unless drunk stoned,0
enjoyed show uk peak time seemed move schedule able watch surprised return idea still know guess important br br great performance two lead believable friend two supporting actress also added well mix guess part whole load show lifestyle centred friend obvious main one sex city came along year later br br character get take coffee drink nice bar sort thing little woody allenish way,1
swedish splatter movie world gone insane br br probably still common sight day swedish gore flick b movie business sweden seems trouble day long gone golden day rymdinvasion lappland movie seems trouble much talk still manages somewhat amusing mainly good fx great b movie script acting still pretty bad though actually matter much supposed gore flick nothing go bit wrong reason simply enough blood fill void br br every person know gert fylking good laugh role sgt though nearly laughed as really hilariously bad br br besides good part listed really nothing else recommend unless starved swedish b movie br br,0
seen movie twice time cinemax first time unrated version soft core porn best second time trimmed cut sex nudity version entertaining typical beach movie sort way unrated version tremendous sex scene nikki fritz dude bottle oil world pun intended unfortunately trimmed version scene almost completely chopped sex scene rated unrated still fun watch sibling bigger star stallone sheen travolta etc trying act also get appearance b queen linnea quigley burt ward robin old batman series,1
awesome movie great combination talent huge fan david duchovny outstanding movie would love see movie nature talent definitely used much offer besides agent mulder although huge fan series anyway want see easily cary grant generation seen movie must great love story show love never dy forever minnie driver great go wrong cast containing mr connor mr loggia mr belushi movie get type award nod deserved one great job bonnie hunt way soundtrack great,1
rented video slow saturday night first viewing thought funny took get used american caricature attuned british grotesque enjoyable br br watched next night really warmed character seemed human lovable even film one could watch several time get time however wife hated accounting taste humour suppose,1
movie fascinating look creole culture society african american aware two child product paternal grandmother whose father member gen de couleur libre black skin woman whose parent ex slave married outside culture cut family except one sister took pity brother plight raising child great depression providing family food whenever could course clandestinely aided family fearing ex communication daughter fascinated movie made part library,1
bela lugosi real enigma early top world appearing dracula yet made lousy decision regarding career perhaps bad agent perhaps drinking drug use part maybe crazy regardless ruined reputation appearing pretty much film ranging excellent horror film raven big budget flick like ninotchka grade z flick cheapest shoddiest studio interestingly enough although agreed terrible film actually turned role later went boris karloff frankenstein movie silly horridly produced wwii propaganda film featured dumb plot wretched editing lugosi spends much movie murdering saboteur bad thing end find nazi plastic surgeon american looking men killed actually japanese funniest part flashback see lugosi talking group japanese men change american like men camera scan men clearly asian non close shot western looking many bald head looked absolutely nothing like japanese men suspect plot must undergone write might account obvious mistake could shoddy production value editing fact early film show street scene city car circa old model ford obviously stock footage bottom line film bad also dull unlike plan outer space hard laugh ineptitude put sleep,0
watch movie truly good ride difficulty making indie movie happens blow film maker face lot stuff punk rock philosophy behind movement relationship project old punk american punk dig beware ton bad acting bit failed project incorporated yet come funny time actually best part listening people never involved movie making pontificate went three year period took put together anyone make film especially film school worked field watch learn film maker mistake,1
love bad shark movie really laugh hysterically scifi channel marathon culminating premier new original picture hammerhead shark frenzy based preview looked like going highly amusing essentially remake benchley creature really prefaced showing shark attack megalodon shark movie hilarity best mood ready go bring hammerhead mad scientist man oh god movie wrong br br wrong wrong wrong br br sick twisted messed br br theoretical reproduction worst friend drugged girl brought suspended animation strapped table screaming head shark human hybrid fetus absolutely insane scientist deliberately implanted womb want jesus monkey call disturbing br br really plot work hmmm thought mad scientist son died cancer brought back life combining dna hammerhead shark shark succumb cancer hammerhead reproduce via placenta oh look perfect amphibious created next evolution human race know let make reproduce darned shark gene made son bloodthirsty instead raping hot babe keep sending little jungle paradise keep eating check among random people way unimportant plot twist ended research island woman son engaged died bet lead extremely touching heartfelt reunion woman going impregnate mad scientist indicates thrashing shark person tank sweet br br watch movie ever,0
blackwater valley exorcism set small town ranch teenager isabelle kristin erickson found wandering around covered dog blood parent ely randy colton blanche leslie fleming mitchell ranch deeply worried daughter recently considered danger ranch hand ex priest miguel del zamora recognises isabelle symptom possible case possession start speak ancient latin strange voice becomes convinced blanche call priest jacob cameron daddo daughter claire madison taylor ex husband see isabelle confirms miguel suspicion accepts job performing exorcism hopefully banish demon inside isabelle innocent girl free br br directed ethan wiley sat house front telly watching blackwater valley exorcism kept asking question keep sitting awful low budget horror film look like shot camcorder right let honest blackwater valley exorcism complete total utter unashamed rip exorcist literally tick major plot point two share possessed teenage girl start get horny suggest inappropriate thing demon us past misdemeanour worried parent way possessed girl shunned doctor priest troubled past possessed girl tied bed amongst thing suppose blackwater valley exorcism different total crap try give character screen time try get across situation affecting badly written acted end boring film start isabelle already possessed never knew like normal person never really care happening either rest character poorly written fleshed time wondered whether blackwater valley exorcism spoof silly scene vet try sedate possessed isabelle horse tranquilisers state need little prick enters room huge needle hidden behind back scene people punched accompanied silly comedy sound effect film uneven tone result go silly spoof serious horror drama opinion least br br according text opening credit blackwater valley exorcism based actual event yeah right actual event happened film called exorcist piece text also state exorcism scene supervised real priest even decent gore exploitation liven thing scene cut arm dead dog someone stabbed crucifix surprisingly bad language either despite demon trying offencive would imagine reason blackwater valley exorcism adult rating one brief scene pair breast seen one pair naked female breast worth time watching money might spend zero scare atmosphere really amateurish feel whole film br br supposed budget must say wondering money went film look ugly cheap throughout special effect speak production value rock bottom acting poor involved genre favourite jeffrey comb get near top billing opening credit nothing cameo amount five minute screen time even must feared bad going hide behind moustache terrible accent better br br blackwater valley exorcism complete rip exorcist without anything made film classic maker thirty five year late anyway total turkey start finish,0
first saw movie little born around age cartoon big mother taped one day thinking might like never even heard rainbow bright tv show introduced movie saw one old beta tape loved became addicted people say badly written kid movie thing like matter much child loved story especially liked song female character course pretended scene rainbow first met krys repulsed work opposite sex could totally relate story basic good v evil child enjoy enough happy moment balance scary one world fantastic place would stimulate imagination young child glad opportunity see movie little made big impact watching brings back happy memory childhood would recommend parent young child rent movie trigger imagination provide plenty entertainment child let miss one,1
dear god kept waiting movie get started waited redeem neither sat dumbfounded could possibly bad wasted couple hour sheer stupidity faith drew possibly made bad movie boy ever lose faith bother one drew tried movie poorly written poorly acted poorly conceived believe script bad ever got funded million chance actually something idea word concept big movie even qualify still go anyplace pitiful reviewer got idea worst baffle believe got worse slit wrist finishing,0
number lie people voted film say great deal standing one intuitively insightful comedian late th century know work bill hick alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two film explain first see talent obvious start knew bill hick always say funny also unique film also show quality material challenging many entertainment industry drinking also contributed career problem less evident film second film complete performance never seen heard bill hick wonderful introduction person dark intelligent humor especially due fact topic almost year old yet remain ironically date underlined fact many event took place first president bush br br watching together first biography performance make aware greatly talented young man quickly life passed american medium sometimes act great big homogenizer let make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful year death people imdb say something film seen hope understand people listening bill hick,1
movie start bunch dead men walking peep sitting individual cell waiting inevitable meeting death represented electrical chair br br hero called tenshu taken chair zapped still alive aha given choice creepy military guy look really cool either zap made sure actually dead walk door take whatever destiny might lie ahead hero say yes option actual story commences br br wake different sort cell high tech big find another cell mate also managed survive electric boogie ride voice speaker tell free whatever wish long happens within room sound little suspicious two men accept else br br two men know set together awaken inner urge kill within basically unknown scientist background p decide kill sound weird indeed greater purpose part revealed shall remain unrevealed br br fear unknown lure viewer watch pseudo action movie fore entirely different approach question long time stand man b would kill obtain freedom br br first hour basically trying awaken interest sneak without actually knowing becomes roller coaster ride wild matrix like action fight scene touch individuality honor comic book movie based upon br br movie indeed special special normal cinema view normal circumstance however story fascinating music fantastic actor bit others make movie truly unique br br fortunate cinema video store watch enjoy fact everyone trying make mainstream movie earn huge bunch cash br br,1
jamie foxx epitome ray charles moment stop seeing film see biography played great man ray charles truly genius music movie excellently depicted one ever ever write play record music like musical giant passed flesh world lost one greatest american hero far movie fact jamie foxx received classical music scholarship college could play like ray asset director could better double play piano try split screen someone else hand jamie face worked beautifully loved fact also picked difficult ray always nice man also root drug addict womanizer sometimes plain hard headed guess made genius fault pick jamie best actor,1
redeeming feature movie steve carell like john wayne never seen steve carell stretch far actor matter always play one role perfectly br br marty feldman said comedy must internal consistency men stage sitting garbage can fine bring fifth man stage garbage must explain audience also garbage br br evan accept role messenger god accept profoundly embarrassed anyone impressed way animal follow evan around explained away unthinking doubter trained animal possibly circus terrible flood end everyone see hop ark saved surely thousand people would killed flood post disaster emotional atmosphere end instead congress finally seen light prosecute lone incorrigibly bad congressman profiteering br br gotta admit also liked fish aquarium reacting presence evan,0
growing beast war transformer familiar original transformer seen awesome movie seen older cartoon based say like original cartoon live action movie beast war br br like bw character think character like optimus prime better optimus primal br br mean autobots transform roll sound lot better maximals maximize voice original optimus prime still make strong believer real commander optimus primal br br besides powermaster optimus prime lot powerful optimal optimus look web br br megatron bw character seemed like humorous version evil version original series br br besides cooler robot changing animal robot changing vehicle spaceship gimme original transformer day beast war,0
excellent example early bette davis talent production average timeframe cannot understand owner right film put dvd owner please please release would buy immediately seen thirty year television remember well,1
winning championship fight boxer john garfield johnnie bradfield celebrates drinking binge lead manslaughter pushy reporter although manager killed man mr garfield blamed manager dy car crash wearing garfield stolen watch authority think boxer dead still wanted man garfield change identity jack dorney move arizona ranch garfield meet dead end kid billy halop tommy bobby jordan angel leo gorcey spit huntz hall dippy gabriel dell b bernard punsly milt br br garfield bond young dead end lad sent stay sweet grandma rafferty may robson alternative reform school courtesy brother deceased priest father rafferty garfield fall love halop sister pretty peggy gloria dickson keep eye kid course garfield past come back haunt br br john garfield dead end kid make beautiful max steiner music together thanks effective direction photography busby berkeley james wong howe story predictably comfortable warner brother support team fine form garfield dead end kid winning combination although garfield made movie east side gang studio team billy halop bobby jordan almost immediately dust destiny br br boxing scene nicely staged exciting sequence garfield four new york kid halop jordan hall punsly climbing giant water tank swim unexpectedly put life danger brief highlight include floozy ann sheridan goldie boozy barbara pepper budgie young ronald sinclair douglas losing strip poker br br made criminal busby berkeley john garfield billy halop bobby jordan,1
man named jerry come possession ancient aztec doll however creepy little figure possessed evil spirit take jerry body push spill blood seen two horror movie dorm dripped blood kindred made stephen carpenter jeffrey obrow must say power disappoint either plot slow moving effective human goo effect little bit gore scene female tabloid reporter attacked arm come ripping mattress hoot liked low budget horror movie horror genre,1
jonathan demme directorial debut roger corman legendary exploitation outfit new world picture rate highly one finest chick chain grindhouse classic ever grace celluloid beauteous rus meyer starlet eric vixen beyond valley doll gavin give robust winning performance brassy resilient new fish best persevere grimy hellish penitentiary always fabulous barbara steele offer deliciously wicked portrayal mean crippled sexually frustrated warden erotic dream slow steamy striptease front lady inmate real dilly longtime favorite b movie actress roberta arouser unholy roller collins delivers hilariously raunchy endearing turn cheerfully forward foul mouthed kleptomaniac felon tell gut busting dirty joke pinnochio lynda gold k crystin sinclaire tobe hooper eaten alive curtis harrington ruby make lively film debut uninhibited wildcat crazy alice ever cuddly cheryl rainbeaux smith lovely touching reprise fragile frightened innocent role lemora child tale supernatural br br although picture deliver expected ample amount coarse language nudity rape violence still mean typically crass sexist piece lurid mindless filth movie effectively explores many way men cruelly exploit woman strongly asserts pro feminist notion woman overcome obstacle band together group bravely face misogynistic oppressor one mighty fighting force demme zesty confidant direction come glorious abundance astutely observed incidental detail delightful moment engagingly quirky human behavior furthermore tak fujimoto vibrant cinematography john cale marvelously dolorous oddball blue score money excellent patrick wright sheriff mack uproariously awful cheap rubber monster suit creature feature howler track moonbeast sidesplitting bit jerky cop car stolen trio prison escapee stop gas station use bathroom lively rousing immensely enjoyable caged heat qualifies absolutely essential viewing drive movie fan,1
poor jane austen ought glad around see dreadful wreck adaptation many great jane austen movie come recently one deserves permanently buried along two movie despise man gray flannel suit version david copperfield main beef movie completely miss point book jane austen poking fun gothic mania society much novel tongue cheek movie however serious come across terribly melodramatically lighthearted fun poking flavor austen writing completely conspicuously absent ponderous foray iinto horror meet period drama scene catherine imagination gratuitous uninteresting also henry tilney dreadfully unappealing ask would anyone fall looking fun filled jane austen evening watch emma instead,0
tom berenger put soul sgt barnes done thomas beckett thought world folding first scene nothing compared much felt last scene great movie even girl,1
seemed much appropriate title suicidal underling decided watch masterpiece modern bullshit br br erotic scary suspenseful well thought thing film fails br br however incredibly funny slow sound effect bad dubbing add make one greatest comedy seen recent year yet film even try funny one movie grand achievement becomes comedy without even attempting amuse br br throughout film old guy look amazingly like santa claus go around ploughing zombie smashing vampire ground made fail believe film title vampire v zombie vampire zombie fighting oh well whatever besides flaw rental title one virus sweeping america creating zombie like being go around acting lot like average tourist yet four zombie entire film another problem besides one shop everywhere deserted surely see zombie roaming wood background bit fact believe drove around circle forest since high enough budget film wider location director want waste precious time filming different area wood busy sitting trailer jerking bothered trivial matter br br fact director much fun enough time hire big enough cast even editor told eight member cast dress different people try act inconspicuous whilst assume changed name began randomly snipping film reel editing hard job anyway right reason movie found way bag somehow got confused freddy v jason strange thing happen way made though night strapping gas mask bolting skull avoid stink nauseating mess br br oh yes laugh end sure one lot lost sanity,0
see people giving film negative review loved movie bled form abstract art appreciate art see would like film great twist average played vampire movie looking fresh new ingenious new vampire movie want one turn bat wolf melt sunlight movie go watch old played dracula flick sure bit low budget side great job budget happy found movie give vampire genre fro good thought film brilliant give thumb writer director everyone involved film,1
movie received great write blockbuster coming attraction looking forward release date plot sound reasonable cast alone guaranteed side splitter whoa apart wall betting event quite bore br br never become comedy classic afraid done help fine comedy reputation john cleese rowan atkinson quite funny rowan atkinson sort way,0
st watched  dir robert elli miller emotional christmas fluff really get specific enough explain real story happened factual based incident man wrongly put jail trying get job family make christmas happen three kid family run away home trek washington c enlist president united state herbert hoover trek provides side story like positive encounter hobo puppeteer make story kind like disney animal run movie quite fit ending detail given president helped family another downpoint movie opinion movie eventually bring tear take long get movie supposed original tv movie according imdb obvious fade out make look way  sure information accurate simple movie could complex happy christmas like story blandly played without lot substance,0
along fernando fragata joão mário grilo abi feijó leonel vieira étc commercial director diamantino costa one best portuguese director lampião da estrela diamantino costa first movie made several successful commercial title starred one best portuguese comedian time herman josé josé pedro gomes great funny movie br br boa sorte diamantino,1
real shame nearly one know top writing michael donoghugh magazine article snl skit genius time true shame anyone may take opportunity research work doubt take easy way watch video thus leading mr mike mondo video br br movie clever element never fully connect funny bone viewer experience thing cat diving swimming man think found feline happiness hurling kitten pool camera follows slow motion montage sequence taken island past fad retired hula hop pet rock rainbow dread wig etc enter music world punk new variety music time film rate bar performer rootboy slim performs boogie till puke lazy style dirt eclectic sleaze real beauty back ground music many different style many different instrument sound telstar play replay understand telstar first american satellite launched space theme created celebrate man genius triumph mr mike seems meant signal societal decay ridiculous waste one thing theater offered video release live performance sid vicious ex sex pistol wrestler singing way version different sinatra one might imagine frankly feel much worth listen good sad part vhs release paul anka refuse right song viewer forced experience minute silence explanation rolling across image singing dead sex pistol br br would give theater release video closer much passé see many people would give want see good donoghugh script watch scrooged better tribute man insight talent,0
see c thomas howell appeared many movie since heyday accomplished young actor br br bought dvd cheap part internet related plot see much older c thomas howell recall seeing movie since br br word big disappointment give low budget movie chance one started lame within first minute movie elusive woman chatting asian guy chatroom basically stimulate chat insists meeting participant person meet sex tie murder cold blood plot deteriorates br br plot thin flimsy acting stiff bother renting much less purchasing even dvd bin plan take copy dvd goodwill truly amazed prior reviewer gave movie bad rating,0
movie fictional character movie could stand judged objectively unfortunately viewer movie based fact shaded unfairly toward ruben carter many smaller fact disregarded carter number one contender time murder proof saved friend child molester youth larger fact like apparently robbed decision joey giardello racist judge inexcusable u seen fight tape completely disrespectful giardello hollywood feel need make hero someone best trouble around trouble much normal person arrested multiple time beating woman strange ruben carter never viewing action even refuse speak son person people look everyone know jewison direct washington act chose story vehicle beyond hollywood much need black hero need bend truth bio pic make believable here suggestion denzel playing movie thats inspirational based inaccuracy movie would suggest passing one,0
